所在縣市,識別碼,栓位X坐標(TWD97),栓位Y坐標(TWD97),消防栓形態(種類編碼)
臺中市,0462006216867300340037,217307.978,2673196.462,4
臺中市,0462006216867300340015,217028.387,2673241.691,4
臺中市,0462006216867300340020,217082.376,2673262.028,4
臺中市,0462006217667300340008,217720.052,2673334.704,4
臺中市,0462006216867300340058,217491.661,2673139.844,4
臺中市,0462006216867300340022,217118.989,2673147.238,4
臺中市,0462006216867300340011,216984.117,2673131.811,4
臺中市,0462006216867300340042,217328.801,2673142.195,4
臺中市,0462006216867300340048,217399.763,2673341.391,4
臺中市,0462006216867300340032,217209.17,2673345.286,4
臺中市,0462006216867300340016,217043.411,2673351.903,4
臺中市,0462006216867300340008,216897.876,2673316.905,4
臺中市,0462006216867300300006,216885.786,2673325.944,0
臺中市,0462006216867300300063,217562.067,2673267.264,0
臺中市,0462006216867300300045,217386.526,2673180.481,0
臺中市,0462006216867300300044,217385.69,2673229.26,0
臺中市,0462006216867300300046,217388.703,2673278.783,0
臺中市,0462006216867300300053,217454.433,2673281.581,0
臺中市,0462006216867300300026,217142.037,2673263.046,0
臺中市,0462006216867300300038,217316.331,2673230.837,0
臺中市,0462006216867300300040,217318.912,2673279.057,0
臺中市,0462006216867300300030,217192.464,2673329.256,0
臺中市,0462006216867300300029,217161.948,2673342.91,0
臺中市,0462006216867300300071,217599.891,2673226.613,0
臺中市,0462006216867300300062,217561.204,2673182.676,0
臺中市,0462006216867300300059,217509.615,2673223.493,0
臺中市,0462006213667420340006,213712.521,2674310.253,4
臺中市,0462006213667420300002,213641.073,2674391.418,0
臺中市,0462006213667360300038,214163.721,2673826.196,0
臺中市,0462006213667360340033,214128.791,2673912.591,4
臺中市,0462006213667360340036,214152.209,2673947.41,4
臺中市,0462006213667360340025,214002.269,2674132.776,4
臺中市,0462006213667420340008,213719.684,2674251.019,4
臺中市,0462006213667360340023,213989.054,2674043.384,4
臺中市,0462006212867420340044,213563.175,2674275.0,4
臺中市,0462006213667360340007,213713.634,2674163.05,4
臺中市,0462006213667420340010,213735.181,2674600.759,4
臺中市,0462006212867420340045,213568.504,2674291.251,4
臺中市,0462006213667360340016,213883.521,2674180.747,4
臺中市,0462006213667420340015,213811.369,2674306.778,4
臺中市,0462006213667420340020,213882.565,2674302.363,4
臺中市,0462006213667420340022,213934.079,2674218.204,4
臺中市,0462006213667420340017,213852.158,2674453.035,4
臺中市,0462006213667420340014,213803.578,2674575.863,4
臺中市,0462006213667420340063,213924.656,2674491.283,4
臺中市,0462006213667420340057,214119.794,2674364.174,4
臺中市,0462006213667420340058,214030.915,2674441.927,4
臺中市,0462006213667420340059,214108.599,2674277.379,4
臺中市,0462006213667420340060,213964.276,2674319.342,4
臺中市,0462006213667420340061,214002.434,2674284.766,4
臺中市,0462006213667420340064,213880.288,2674377.199,4
臺中市,0462006213667420340062,213969.795,2674473.968,4
臺中市,0462006213667420300041,214321.221,2674243.452,0
臺中市,0462006213667360300037,214162.13,2674198.75,0
臺中市,0462006213667360320034,214138.671,2673993.892,2
臺中市,0462006213667420300029,214089.628,2674366.731,0
臺中市,0462006213667360320027,214048.588,2674095.93,2
臺中市,0462006213667360340031,214105.522,2674135.978,4
臺中市,0462006213667420340027,214018.321,2674334.204,4
臺中市,0462006213667360340051,214348.632,2674030.414,4
臺中市,0462006213667360340048,214269.82,2674112.147,4
臺中市,0462006213667360340043,214241.594,2673987.294,4
臺中市,0462006213667360340042,214238.953,2673893.488,4
臺中市,0462006213667360340024,213991.553,2674182.69,4
臺中市,0462006213667420340024,213964.91,2674337.69,4
臺中市,0462006213667420340028,214089.022,2674448.529,4
臺中市,0462006213667420340032,214116.758,2674253.584,4
臺中市,0462006213667420340040,214314.176,2674259.895,4
臺中市,0462006213667420340033,214173.176,2674385.177,4
臺中市,0462006213667420340035,214203.826,2674352.307,4
臺中市,0462006213667420340021,213917.16,2674251.428,4
臺中市,0462006213667360340045,214253.912,2673940.746,4
臺中市,0462006213667360340041,214232.067,2673979.451,4
臺中市,0462006213667360340040,214182.016,2674026.999,4
臺中市,0462006213667420340019,213879.602,2674358.324,4
臺中市,0462006213667420340018,213871.202,2674398.721,4
臺中市,0462006213667420340016,213842.835,2674529.375,4
臺中市,0462006213667420340013,213780.872,2674616.25,4
臺中市,0462006214467420300032,214886.184,2674786.769,0
臺中市,0462006214467420300031,214891.801,2674795.728,0
臺中市,0462006214467420300030,214788.071,2674796.079,0
臺中市,0462006214467420300029,214679.888,2674796.379,0
臺中市,0462006214467420300028,214639.87,2674771.061,0
臺中市,0462006214467420300027,214606.74,2674787.938,0
臺中市,0462006214467420300026,214621.364,2674670.321,0
臺中市,0462006214467420340027,214833.791,2674591.688,4
臺中市,0462006214467420340026,214820.718,2674681.19,4
臺中市,0462006214467420300025,214502.083,2674788.047,0
臺中市,0462006214467480300009,214640.68,2674884.704,0
臺中市,0462006214467480300008,214622.782,2674988.277,0
臺中市,0462006214467480300007,214642.377,2675094.85,0
臺中市,0462006214467480300006,214624.98,2675293.042,0
臺中市,0462006214467540300002,214644.216,2675404.84,0
臺中市,0462006214467480340006,214774.489,2675229.277,0
臺中市,0462006214467480340005,214904.285,2675228.698,0
臺中市,0462006214467480340004,214912.083,2675219.768,0
臺中市,0462006214467480340003,214819.066,2675133.659,4
臺中市,0462006214467480340002,214825.102,2675051.218,4
臺中市,0462006214467480340001,214812.511,2674901.777,4
臺中市,0462006214467420340025,214496.72,2674686.935,4
臺中市,0462006213667420300043,214367.724,2674781.748,0
臺中市,0462006213667420300037,214236.728,2674702.855,0
臺中市,0462006213667420300031,214098.746,2674701.456,0
臺中市,0462006213667420300036,214234.598,2674776.487,0
臺中市,0462006214467420300002,214454.978,2674713.87,0
臺中市,0462006213667480300024,214078.056,2675061.055,0
臺中市,0462006214467480300005,214458.251,2674836.22,0
臺中市,0462006214467480300012,214945.712,2675040.621,0
臺中市,0462006213667480340027,214082.04,2674857.912,4
臺中市,0462006214467480300011,214643.332,2675194.056,0
臺中市,0462006214467480300013,214946.009,2674985.906,0
臺中市,0462006214467540300027,214905.651,2675594.633,0
臺中市,0462006214467540300026,214895.932,2675617.281,0
臺中市,0462006219267000340012,219427.029,2670587.791,4
臺中市,0462006219267060340008,219280.861,2670676.767,4
臺中市,0462006219267000300005,219277.639,2670594.253,0
臺中市,0462006219267060300012,219310.095,2670795.963,0
臺中市,0462006219267060300014,219351.292,2670671.532,0
臺中市,0462006219267060340011,219309.88,2670849.924,4
臺中市,0462006219267060300017,219420.229,2670613.639,0
臺中市,0462006219267000340017,219506.659,2670573.8,4
臺中市,0462006219267060300016,219412.998,2670799.3,0
臺中市,0462006219267060300018,219423.305,2670815.25,0
臺中市,0462006219267060300009,219284.06,2670667.301,0
臺中市,0462006219267000300048,219489.814,2670576.244,0
臺中市,0462006219267060340023,219497.893,2670884.373,4
臺中市,0462006218467060340050,219183.762,2670719.622,4
臺中市,0462006219267060350001,219228.916,2670851.172,4
臺中市,0462006219267060300004,219249.637,2671048.117,0
臺中市,0462006218467060300048,219174.819,2670830.536,0
臺中市,0462006218467060300047,219166.881,2670647.974,0
臺中市,0462006219267060300015,219373.816,2671071.512,0
臺中市,0462006218467060300045,219136.399,2670612.078,0
臺中市,0462006218467060320038,219052.595,2670665.338,2
臺中市,0462006219267060300010,219309.119,2671061.179,0
臺中市,0462006219267060300005,219260.387,2670928.313,0
臺中市,0462006219267060300063,219420.308,2670613.982,0
臺中市,0462006219267060300062,219421.478,2670810.96,0
臺中市,0462006219267060300061,219309.898,2670850.35,0
臺中市,0462006218467060340051,219185.452,2670861.144,4
臺中市,0462006219267060340021,219478.284,2671076.266,4
臺中市,0462006219267060340022,219490.154,2670957.303,4
臺中市,0462006219267060340002,219243.046,2670859.347,4
臺中市,0462006219267060340003,219243.679,2670932.074,4
臺中市,0462006219267060340013,219330.366,2671070.936,4
臺中市,0462006219267060340065,219226.744,2670850.533,4
臺中市,0462006219267060340069,219516.667,2670710.201,4
臺中市,0462006219267060340068,219413.865,2670704.349,4
臺中市,0462006219267060340067,219302.59,2670793.004,4
臺中市,0462006219267060340066,219283.812,2670667.264,4
臺中市,0462006218467060340039,219062.708,2671025.096,4
臺中市,0462006218467060300037,219044.582,2670870.073,0
臺中市,0462006218467060300040,219080.756,2670870.521,0
臺中市,0462006218467060300032,218956.25,2670875.002,0
臺中市,0462006218467060300035,218976.659,2670836.723,0
臺中市,0462006218467060300049,219176.544,2671038.72,0
臺中市,0462006218467060300043,219096.01,2670850.493,0
臺中市,0462006218467060300034,218970.366,2670876.357,0
臺中市,0462006218467060300033,218956.296,2671075.084,0
臺中市,0462006214467300340076,214649.885,2673423.888,4
臺中市,0462006214467300300069,214597.11,2673374.527,0
臺中市,0462006214467300340074,214441.979,2673123.529,4
臺中市,0462006214467300340075,214515.532,2673248.581,4
臺中市,0462006214467300320002,214636.513,2673470.68,2
臺中市,0462006214467300320001,214609.686,2673444.286,2
臺中市,0462006214467300300008,214489.684,2673567.221,0
臺中市,0462006214467300340069,214983.941,2673318.428,4
臺中市,0462006214467300340070,214971.34,2673276.537,4
臺中市,0462006214467300340071,214912.625,2673205.465,4
臺中市,0462006214467300340072,214884.348,2673154.936,4
臺中市,0462006214467300340073,214839.522,2673078.294,4
臺中市,0462006214467300340035,214891.282,2673005.415,4
臺中市,0462006214467300340014,214549.985,2673016.557,4
臺中市,0462006214467300340030,214800.763,2673073.511,4
臺中市,0462006214467300340050,215100.499,2673197.81,4
臺中市,0462006214467240340023,214859.61,2672984.725,4
臺中市,0462006214467300340019,214649.845,2673424.0,4
臺中市,0462006214467300340041,214951.316,2673278.829,4
臺中市,0462006214467300300003,214414.013,2673484.092,0
臺中市,0462006214467300300026,214756.631,2673288.741,0
臺中市,0462006214467300300007,214441.154,2673219.892,0
臺中市,0462006214467300300040,214950.274,2673033.644,0
臺中市,0462006214467300300048,215057.623,2673280.13,0
臺中市,0462006214467240300011,214631.826,2672967.603,0
臺中市,0462006214467300300027,214774.31,2673092.099,0
臺中市,0462006214467300300022,214724.468,2673122.677,0
臺中市,0462006214467300300024,214733.109,2673129.926,0
臺中市,0462006214467300300016,214613.794,2673041.357,0
臺中市,0462006214467300300013,214540.942,2673152.009,0
臺中市,0462006214467300300018,214637.649,2673199.517,0
臺中市,0462006214467300300010,214521.361,2673252.009,0
臺中市,0462006214467300300002,214407.243,2673242.945,0
臺中市,0462006214467300300033,214858.167,2673329.881,0
臺中市,0462006214467300300020,214656.463,2673343.445,0
臺中市,0462006214467300300025,214745.708,2673406.664,0
臺中市,0462006214467300300006,214433.269,2673386.415,0
臺中市,0462006214467300300012,214534.577,2673511.356,0
臺中市,0462006214467300300054,215133.538,2673235.259,0
臺中市,0462006214467300310001,214525.241,2673328.985,1
臺中市,0462006219266520300017,219504.513,2665313.134,0
臺中市,0462006219266460300011,219438.86,2665022.564,0
臺中市,0462006219266460300009,219406.269,2664973.364,0
臺中市,0462006219266460300027,219758.741,2664778.375,0
臺中市,0462006219266520300016,219491.713,2665233.673,0
臺中市,0462006219266460300013,219454.445,2665093.28,0
臺中市,0462006218466400340029,219180.808,2664498.664,4
臺中市,0462006218466460340045,219083.89,2664805.934,4
臺中市,0462006218466460340044,218865.601,2665029.114,4
臺中市,0462006219266460340040,219252.385,2664941.748,4
臺中市,0462006219266460340041,219366.823,2664882.061,4
臺中市,0462006219266460340042,219272.763,2664995.348,4
臺中市,0462006218466460340026,218837.76,2665198.543,4
臺中市,0462006218466460340001,219137.252,2664637.342,4
臺中市,0462006218466460340041,219193.463,2665076.849,4
臺中市,0462006219266400340002,219207.646,2664533.02,4
臺中市,0462006219266460340002,219274.092,2664615.835,4
臺中市,0462006218466400340024,219176.111,2664504.532,4
臺中市,0462006218466400340025,219177.529,2664499.835,4
臺中市,0462006219266400340004,219264.074,2664430.518,4
臺中市,0462006219266460340010,219411.012,2664802.28,4
臺中市,0462006219266460340014,219479.3,2664918.813,4
臺中市,0462006219266460340008,219397.164,2664910.725,4
臺中市,0462006218466460340036,219079.66,2664808.984,4
臺中市,0462006218466460340039,219113.501,2664812.349,4
臺中市,0462006218466460340037,219084.076,2664797.489,4
臺中市,0462006219266460340005,219301.072,2664722.321,4
臺中市,0462006219266460340001,219246.084,2664677.019,4
臺中市,0462006219266520340009,219371.529,2665294.458,4
臺中市,0462006219266460340012,219439.77,2665186.571,4
臺中市,0462006219266460340006,219313.833,2664809.237,4
臺中市,0462006219266460340017,219542.68,2664620.784,4
臺中市,0462006219266460340007,219365.919,2665169.269,4
臺中市,0462006219266520340006,219263.565,2665323.022,4
臺中市,0462006218466460340028,218887.062,2665006.652,4
臺中市,0462006218466460340027,218858.613,2665031.35,4
臺中市,0462006218466460340030,218945.035,2665138.788,4
臺中市,0462006218466460340040,219135.406,2665105.976,4
臺中市,0462006218466460340038,219091.447,2665122.468,4
臺中市,0462006218466460340033,219014.71,2665025.384,4
臺中市,0462006219266460340003,219284.457,2665032.822,4
臺中市,0462006219266460340004,219284.863,2665027.205,4
臺中市,0462006219266400340009,219446.996,2664513.089,4
臺中市,0462006219266400340012,219478.193,2664589.899,4
臺中市,0462006219266400340006,219377.495,2664592.278,4
臺中市,0462006219266460340015,219481.517,2665134.91,4
臺中市,0462006219266460340016,219533.599,2665081.214,4
臺中市,0462006219266460340018,219547.778,2665078.319,4
臺中市,0462006219266460340019,219556.171,2664775.383,4
臺中市,0462006219266460340023,219629.529,2664817.093,4
臺中市,0462006219266460340022,219629.341,2664809.607,4
臺中市,0462006219266520340048,219251.274,2665200.282,4
臺中市,0462006218466460340046,219137.603,2664949.747,4
臺中市,0462006219266460340045,219340.619,2664836.022,4
臺中市,0462006214467000340013,214633.164,2670263.364,4
臺中市,0462006214467000340006,214531.232,2670259.747,4
臺中市,0462006214467000340019,214722.266,2670117.342,4
臺中市,0462006214466940340006,214438.308,2669976.785,4
臺中市,0462006214467000340004,214434.704,2670080.46,4
臺中市,0462006214467000340002,214432.721,2670319.235,4
臺中市,0462006214466940340024,214711.144,2669998.82,4
臺中市,0462006214467000340012,214570.341,2670088.757,4
臺中市,0462006214466940340015,214598.983,2669903.347,4
臺中市,0462006214466940340013,214575.76,2669993.517,4
臺中市,0462006214467000300022,214729.015,2670119.491,0
臺中市,0462006214467000300028,214864.642,2670049.434,0
臺中市,0462006214467000300032,214889.19,2670208.057,0
臺中市,0462006214467000300023,214743.221,2670216.047,0
臺中市,0462006214467000300025,214784.12,2670332.034,0
臺中市,0462006214467000300016,214644.183,2670331.68,0
臺中市,0462006214467000300008,214532.988,2670331.283,0
臺中市,0462006214466940300003,214434.99,2669979.811,0
臺中市,0454007196868140340001,197584.728,2681441.964,4
臺中市,0454007197668200340002,197946.025,2682450.849,4
臺中市,0454007197668200340001,197937.889,2682424.515,4
臺中市,0454007199268080320007,199602.752,2680851.934,2
臺中市,0454007199268080320002,199541.652,2680845.729,2
臺中市,0462006214466940340050,215062.696,2669548.635,4
臺中市,0462006214466940300043,215182.356,2669552.478,0
臺中市,0462006214466940300045,215155.753,2669712.616,0
臺中市,0462006215266940300049,215436.782,2669797.739,0
臺中市,0462006215266940340014,215529.121,2669738.219,4
臺中市,0462006215266940300048,215275.631,2669854.678,0
臺中市,0462006215266940300050,215356.875,2669526.558,0
臺中市,0462006214466940320002,215183.871,2669784.223,2
臺中市,0462006214466940300046,215142.712,2669509.444,0
臺中市,0462006215266940340007,215359.916,2669838.156,4
臺中市,0462006215266940300051,215599.571,2669562.352,0
臺中市,0462006215266940300052,215417.45,2669503.987,0
臺中市,0462006215266940340019,215598.814,2669626.424,4
臺中市,0462006214466940300032,214953.708,2669630.41,0
臺中市,0462006214466940300031,214953.614,2669713.312,0
臺中市,0462006214466940300038,215106.448,2669466.413,0
臺中市,0462006214466940300033,214953.892,2669842.092,0
臺中市,0462006215266940300001,215240.852,2669485.122,0
臺中市,0462006215266940300025,215618.191,2669486.64,0
臺中市,0462006215266940300009,215422.396,2669485.487,0
臺中市,0462006214466940340051,215013.372,2669979.432,4
臺中市,0462006214466940340052,215182.344,2669876.468,4
臺中市,0462006214466940300044,215183.506,2669892.6,0
臺中市,0462006214466940300034,214982.705,2669427.886,0
臺中市,0462006215266940300021,215602.431,2669698.965,0
臺中市,0462006217666940340006,217655.569,2669941.207,4
臺中市,0462006216866940300031,217206.472,2669522.422,0
臺中市,0462006216866940300047,217513.207,2669661.123,0
臺中市,0462006216866940300043,217430.583,2669853.592,0
臺中市,0462006216866940300046,217447.017,2669807.324,0
臺中市,0462006217666940300009,217665.564,2669906.013,0
臺中市,0462006217666940300001,217610.46,2669886.144,0
臺中市,0462006217666940300013,217727.981,2669769.674,0
臺中市,0462006217666940300021,217789.158,2669634.004,0
臺中市,0462006217666940340019,217768.558,2669929.144,4
臺中市,0462006217666940340016,217744.017,2669921.273,4
臺中市,0462006217666940340008,217658.782,2669882.659,4
臺中市,0462006216866940340044,217442.35,2669529.021,4
臺中市,0462006216866940340039,217298.377,2669573.232,4
臺中市,0462006216866940340042,217389.82,2669612.933,4
臺中市,0462006216866940340041,217357.649,2669770.703,4
臺中市,0462006216866940340045,217444.784,2669785.648,4
臺中市,0462006216866940340048,217541.96,2669903.582,4
臺中市,0462006217666940340014,217734.679,2669848.744,4
臺中市,0462006217666940300018,217766.2,2669952.495,0
臺中市,0462006217666940300005,217646.857,2669948.943,0
臺中市,0462006217666940300010,217665.789,2669996.098,0
臺中市,0462006217666940300004,217646.107,2669958.507,0
臺中市,0462006216866940300040,217338.53,2669757.799,0
臺中市,0462006216866940300036,217254.126,2669698.856,0
臺中市,0462006216866940300016,217026.774,2669712.569,0
臺中市,0462006216866940300037,217283.372,2669831.245,0
臺中市,0462006216866940300030,217196.03,2669783.444,0
臺中市,0462006216866940300013,216975.249,2669417.645,0
臺中市,0462006216866940300023,217085.31,2669468.675,0
臺中市,0462006216866940300027,217152.467,2669655.976,0
臺中市,0462006216866940300026,217131.183,2669663.419,0
臺中市,0462006216866940300025,217119.765,2669754.779,0
臺中市,0462006216866940340034,217239.996,2669689.928,4
臺中市,0462006216866940340033,217237.682,2669711.911,4
臺中市,0462006216866940340018,217033.079,2669715.512,4
臺中市,0462006216866880340009,216932.286,2669247.774,4
臺中市,0462006216866940340029,217158.611,2669655.703,4
臺中市,0462006216866940340019,217038.874,2669601.065,4
臺中市,0462006216866940340021,217073.81,2669641.684,4
臺中市,0462006216866940340012,216973.047,2669714.539,4
臺中市,0462006216866940340015,217016.176,2669614.989,4
臺中市,0462006216866880340035,217246.766,2669385.34,4
臺中市,0462006216866880340016,217038.449,2669290.961,4
臺中市,0462006216866940340038,217295.232,2669717.446,4
臺中市,0462006216866880340023,217138.056,2669335.396,4
臺中市,0462006219267060340040,219750.218,2670737.685,4
臺中市,0462006219267000340035,219821.583,2670508.577,4
臺中市,0462006220067060340082,220059.99,2671064.575,4
臺中市,0462006219267000340031,219733.421,2670507.172,4
臺中市,0462006219267060340038,219735.024,2670683.124,4
臺中市,0462006219267060340048,219857.371,2670713.909,4
臺中市,0462006219267060340050,219871.474,2670662.505,4
臺中市,0462006219267000340024,219668.705,2670498.978,4
臺中市,0462006220067060320015,220119.386,2671032.632,2
臺中市,0462006220067060320014,220117.438,2670940.302,2
臺中市,0462006219267060300060,219960.926,2671083.182,0
臺中市,0462006220067060300011,220093.161,2671115.312,0
臺中市,0462006220067060300005,220047.26,2670920.032,0
臺中市,0462006219267060300058,219952.985,2670923.465,0
臺中市,0462006220067060320016,220121.899,2671088.579,2
臺中市,0462006220067120320003,220133.471,2671270.146,2
臺中市,0462006220067120320004,220139.45,2671372.594,2
臺中市,0462006220067120300002,220091.234,2671484.777,0
臺中市,0462006219267060300024,219619.567,2671132.917,0
臺中市,0462006219267060300041,219770.822,2671156.057,0
臺中市,0462006219267060300025,219632.053,2671002.107,0
臺中市,0462006219267060300026,219639.77,2670921.733,0
臺中市,0462006219267060300033,219701.621,2670920.958,0
臺中市,0462006219267060300042,219774.581,2670918.457,0
臺中市,0462006219267060300027,219650.684,2670840.185,0
臺中市,0462006219267060300028,219656.262,2670784.801,0
臺中市,0462006219267060300044,219828.937,2670956.827,0
臺中市,0462006219267060300045,219834.379,2670932.473,0
臺中市,0462006219267060300029,219656.756,2670772.913,0
臺中市,0462006219267060300031,219661.929,2670725.471,0
臺中市,0462006219267060300032,219663.288,2670680.251,0
臺中市,0462006219267060300046,219834.547,2670944.173,0
臺中市,0462006219267060300039,219740.427,2670673.53,0
臺中市,0462006219267000300025,219677.761,2670576.802,0
臺中市,0462006219267000300034,219772.797,2670588.639,0
臺中市,0462006219267000300039,219867.55,2670595.793,0
臺中市,0462006219267000300041,219899.067,2670523.978,0
臺中市,0462006219267120340013,219909.544,2671232.414,4
臺中市,0462006219267120340024,219870.116,2671295.208,4
臺中市,0462006219267120340015,219915.07,2671347.23,4
臺中市,0462006220067060340002,220028.083,2670602.395,4
臺中市,0462006219267000340047,219958.513,2670474.254,4
臺中市,0462006219267060340056,219941.256,2671085.994,4
臺中市,0462006219267060340057,219948.579,2671075.412,4
臺中市,0462006220067000340006,220019.964,2670543.031,4
臺中市,0462006220067000340011,220069.869,2670430.135,4
臺中市,0462006220067000340050,220018.985,2670440.309,4
臺中市,0462006220067000340004,220018.238,2670474.782,4
臺中市,0462006219267000340046,219954.175,2670501.83,4
臺中市,0462006219267060340062,219965.814,2670607.688,4
臺中市,0462006219267060340055,219941.211,2670600.085,4
臺中市,0462006220067060340012,220096.539,2670610.712,4
臺中市,0462006220067060340010,220092.883,2670603.523,4
臺中市,0462006220067060340009,220085.185,2671042.332,4
臺中市,0462006219267060340054,219925.782,2671048.356,4
臺中市,0462006220067060340003,220037.143,2670804.964,4
臺中市,0462006219267060340064,219981.808,2670868.712,4
臺中市,0462006220067060340008,220061.522,2670870.23,4
臺中市,0462006219267000340049,219978.317,2670543.362,4
臺中市,0462006220067000340012,220080.047,2670461.199,4
臺中市,0462006219267060340061,219962.254,2670654.964,4
臺中市,0462006219267060340059,219954.491,2670716.236,4
臺中市,0462006219267060340063,219967.286,2670781.291,4
臺中市,0462006220067060340080,220045.404,2670729.17,4
臺中市,0462006220067060340013,220113.633,2670754.443,4
臺中市,0462006220067060340081,220049.646,2670681.645,4
臺中市,0462006220067060340079,220024.855,2671067.037,4
臺中市,0462006220067120340034,220044.188,2671243.969,4
臺中市,0462006219267060340049,219864.341,2670607.913,4
臺中市,0462006219267060340036,219731.842,2671055.913,4
臺中市,0462006219267060340035,219724.705,2670987.7,4
臺中市,0462006219267060340037,219733.456,2670866.483,4
臺中市,0462006219267060340043,219823.428,2670867.21,4
臺中市,0462006219267060340034,219723.705,2670794.832,4
臺中市,0462006219267060340051,219872.129,2671069.853,4
臺中市,0462006219267060340047,219838.369,2670777.755,4
臺中市,0462006219267060340053,219904.181,2670806.797,4
臺中市,0462006219267060340052,219896.445,2670868.428,4
臺中市,0462006219267060340030,219660.741,2671075.865,4
臺中市,0462006219267060340019,219462.637,2671088.785,4
臺中市,0462006218467120340040,219182.463,2671254.524,4
臺中市,0462006219267120300004,219289.551,2671432.288,0
臺中市,0462006219267060300006,219265.773,2671199.746,0
臺中市,0462006219267120320006,219325.396,2671496.147,2
臺中市,0462006219267120320007,219337.786,2671589.738,2
臺中市,0462006219267120340020,219307.516,2671346.154,4
臺中市,0462006219267120340022,219450.343,2671551.21,4
臺中市,0462006219267120340021,219445.082,2671420.703,4
臺中市,0462006219267120340009,219444.733,2671328.12,4
臺中市,0462006219267120340008,219443.23,2671456.933,4
臺中市,0462006219267060340020,219466.783,2671160.221,4
臺中市,0462006219267060340007,219279.919,2671127.298,4
臺中市,0462006218467120340036,219150.821,2671576.04,4
臺中市,0462006219267120300001,219217.801,2671340.971,0
臺中市,0462006219267120300002,219253.248,2671619.076,0
臺中市,0462006218467120300035,219149.745,2671507.973,0
臺中市,0462006218467120340033,219126.003,2671413.481,4
臺中市,0462006218467120340031,219069.511,2671349.921,4
臺中市,0462006218467120340025,218956.081,2671274.875,4
臺中市,0462006218467120300030,219056.262,2671257.586,0
臺中市,0462006218467060300036,219006.645,2671171.6,0
臺中市,0462006218467120300027,218956.332,2671422.422,0
臺中市,0462006218467120300032,219072.986,2671448.608,0
臺中市,0462006218467060300042,219087.615,2671083.96,0
臺中市,0462006218467060300052,219194.198,2671156.658,0
臺中市,0462006218467120300023,218954.765,2671257.945,0
臺中市,0462006218467060300041,219083.606,2671165.645,0
臺中市,0462006218467120300034,219130.457,2671219.488,0
臺中市,0462006218467120340026,218956.263,2671593.375,4
臺中市,0462006218467120340024,218956.041,2671537.935,4
臺中市,0461009219267600340086,219549.822,2676108.298,4
臺中市,0461009219267600340084,219558.691,2676270.613,4
臺中市,0461009219267540340008,219759.215,2675899.979,4
臺中市,0461009219267600340006,219702.029,2676039.466,4
臺中市,0461009219267600340008,219755.69,2676188.674,4
臺中市,0461009219267540340016,219758.627,2675850.007,4
臺中市,0461009219267600340082,219697.565,2676321.981,4
臺中市,0461009219267600340083,219611.992,2676326.364,4
臺中市,0461009219267600340087,219525.88,2676331.905,4
臺中市,0461009219267600340088,219512.065,2676271.987,4
臺中市,0461009219267540340019,219456.723,2675963.616,4
臺中市,0461009219267540340022,219627.91,2675978.005,4
臺中市,0461009219267600340093,219753.811,2676321.542,4
臺中市,0461009219267540340014,219619.137,2675910.661,4
臺中市,0461009219267600340039,219498.863,2676117.401,4
臺中市,0461009219267600340090,219537.602,2676014.198,4
臺中市,0461009219267600340091,219484.185,2676046.755,4
臺中市,0461009219267540340018,219568.7,2675934.521,4
臺中市,0461009219267600340095,219760.99,2676038.74,4
臺中市,0461009219267600340061,219763.695,2676194.126,4
臺中市,0461009219267540340011,219481.874,2675890.671,4
臺中市,0461009219267600340056,219703.273,2676207.175,4
臺中市,0461009219267600340089,219507.336,2676196.62,4
臺中市,0461009219267600340085,219553.324,2676193.732,4
臺中市,0461009219267540340020,219555.531,2675872.604,4
臺中市,0461009219267540340004,219649.127,2675784.555,4
臺中市,0461009219267540340003,219650.888,2675784.555,4
臺中市,0461009219267600340007,219702.885,2676196.69,4
臺中市,0461009219267540340002,219697.479,2675913.21,4
臺中市,0461009219267540340007,219753.725,2675904.679,4
臺中市,0461009219267540340001,219696.97,2675976.189,4
臺中市,0461009219267540340005,219758.367,2675781.07,4
臺中市,0461009219267540340009,219699.597,2675785.509,4
臺中市,0461009219267600340018,219498.36,2676114.531,4
臺中市,0462006217667360300069,217852.455,2674126.948,0
臺中市,0462006216867360340061,217432.045,2673860.72,4
臺中市,0462006216867360340065,217450.6,2674103.383,4
臺中市,0462006216867360340072,217543.939,2674010.088,4
臺中市,0462006216867360340060,217425.579,2674008.033,4
臺中市,0462006216867360340073,217554.488,2673862.684,4
臺中市,0462006216867360340063,217440.299,2673870.177,4
臺中市,0462006216867360340074,217554.866,2674093.684,4
臺中市,0462006216867360340071,217538.296,2673910.306,4
臺中市,0462006216867360340058,217403.946,2673789.265,4
臺中市,0462006216867360340068,217487.778,2673730.415,4
臺中市,0462006216867360340075,217556.956,2673728.362,4
臺中市,0462006217667360340003,217629.68,2673856.709,4
臺中市,0462006217667360340007,217639.498,2673925.298,4
臺中市,0462006217667360340001,217604.265,2673826.94,4
臺中市,0462006217667360340004,217630.346,2673847.253,4
臺中市,0462006217667360340010,217646.342,2673999.625,4
臺中市,0462006217667360340008,217640.966,2674075.221,4
臺中市,0462006217667360340013,217721.736,2673841.363,4
臺中市,0462006217667360340020,217789.423,2673836.176,4
臺中市,0462006217667360340015,217723.482,2673913.08,4
臺中市,0462006217667360340017,217731.453,2673993.686,4
臺中市,0462006217667360340014,217722.162,2674078.356,4
臺中市,0462006217667360340034,217955.474,2673978.9,4
臺中市,0462006217667360340028,217853.395,2674065.249,4
